,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X39,X40,X41,X42,X44,X45,X46,X48,X49,X50,X51,X52,X53,X54,X55,X59,X66,X67,X70,X72,X73,X79,X90,X99,X110,X119,X127,X132,X137,X156,X164,X180,X183,X200,X202,X214,X217,X258,X326,X369,X820,X1178,X1883,X1968,X2039,X3218,X3381,X3395,X3451,X3586,X3618,X3690,X4006,X4165,X5517,X6115,X6682,X7904,X8268,X8335,X8401,X8424,X8487,X8488,X8493,X8496,X8564,X8678,X8699,X8734,X8800,X8806,X8809,X8900,X8935,X8960,X9000,X9117,X9313,X10775
573.13724,Cl69,Cl67,Cl66,Cl65,Cl65,Cl64,Cl64,Cl63,Cl63,Cl63,Cl63,Cl63,Cl63,Cl63,Cl62,Cl61,Cl60,Cl58,Cl58,Cl57,Cl57,Cl56,Cl55,Cl54,Cl54,Cl54,Cl53,Cl51,Cl49,Cl47,Cl46,Cl45,Cl45,Cl43,Cl41,Cl41,Cl40,Cl39,Cl38,Cl38,Cl37,Cl35,Cl35,Cl34,Cl34,Cl33,Cl32,Cl31,Cl30,Cl29,Cl26,Cl26,Cl26,Cl25,Cl25,Cl24,Cl24,Cl24,Cl23,Cl23,Cl23,Cl23,Cl23,Cl23,Cl23,Cl23,Cl23,Cl23,Cl23,Cl23,Cl23,Cl23,Cl23,Cl22,Cl21,Cl21,Cl21,Cl21,Cl21,Cl21,Cl20,Cl20,Cl19,Cl18,Cl18,Cl18,Cl18,Cl18,Cl17,Cl17,Cl17,Cl16,Cl16,Cl15,Cl14,Cl13,Cl12,Cl11,Cl10,Cl9,Cl9,Cl9,Cl8,Cl7,Cl6,Cl5,Cl4,Cl4,Cl3,Cl3,Cl2,Cl2,Cl2,Cl1,Cl1,Cl1,Cl1
573.13725,Cl70,Cl68,Cl67,Cl66,Cl66,Cl65,Cl65,Cl64,Cl64,Cl64,Cl64,Cl64,Cl64,Cl64,Cl15,Cl15,Cl15,Cl15,Cl15,Cl15,Cl15,Cl15,Cl15,Cl15,Cl15,Cl15,Cl15,Cl15,Cl15,Cl15,Cl15,Cl15,Cl15,Cl15,Cl14,Cl14,Cl14,Cl13,Cl13,Cl13,Cl12,Cl12,Cl12,Cl12,Cl12,Cl12,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl6,Cl6,Cl5,Cl4,Cl4,Cl4,Cl4,Cl4,Cl3,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1
573.13726,Cl71,Cl69,Cl68,Cl67,Cl67,Cl66,Cl66,Cl65,Cl65,Cl65,Cl65,Cl65,Cl65,Cl65,Cl63,Cl62,Cl61,Cl59,Cl59,Cl58,Cl58,Cl57,Cl56,Cl55,Cl55,Cl55,Cl54,Cl52,Cl50,Cl48,Cl47,Cl46,Cl46,Cl44,Cl42,Cl42,Cl41,Cl40,Cl39,Cl39,Cl38,Cl36,Cl36,Cl35,Cl35,Cl34,Cl33,Cl32,Cl31,Cl30,Cl27,Cl27,Cl27,Cl26,Cl26,Cl25,Cl25,Cl25,Cl24,Cl24,Cl24,Cl24,Cl24,Cl24,Cl24,Cl24,Cl24,Cl24,Cl24,Cl24,Cl24,Cl24,Cl24,Cl23,Cl22,Cl22,Cl4,Cl4,Cl4,Cl4,Cl4,Cl4,Cl4,Cl4,Cl4,Cl4,Cl4,Cl4,Cl4,Cl4,Cl4,Cl4,Cl4,Cl4,Cl4,Cl3,Cl3,Cl3,Cl2,Cl2,Cl2,Cl2,Cl2,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1
573.13727,Cl72,Cl70,Cl69,Cl68,Cl68,Cl67,Cl67,Cl66,Cl66,Cl66,Cl66,Cl66,Cl66,Cl66,Cl64,Cl63,Cl62,Cl60,Cl60,Cl25,Cl25,Cl25,Cl25,Cl25,Cl25,Cl25,Cl25,Cl25,Cl24,Cl23,Cl23,Cl23,Cl23,Cl22,Cl20,Cl20,Cl20,Cl19,Cl4,Cl4,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1
573.13728,Cl73,Cl71,Cl70,Cl69,Cl69,Cl68,Cl68,Cl67,Cl67,Cl67,Cl67,Cl67,Cl67,Cl67,Cl65,Cl64,Cl63,Cl61,Cl61,Cl59,Cl59,Cl58,Cl57,Cl4,Cl4,Cl4,Cl4,Cl4,Cl4,Cl4,Cl4,Cl4,Cl4,Cl4,Cl4,Cl4,Cl4,Cl4,Cl4,Cl4,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1
573.13729,Cl74,Cl72,Cl71,Cl70,Cl70,Cl69,Cl69,Cl68,Cl68,Cl68,Cl68,Cl68,Cl68,Cl68,Cl66,Cl65,Cl64,Cl62,Cl62,Cl60,Cl60,Cl59,Cl58,Cl56,Cl56,Cl56,Cl55,Cl53,Cl51,Cl49,Cl48,Cl47,Cl47,Cl45,Cl43,Cl43,Cl42,Cl41,Cl40,Cl40,Cl39,Cl37,Cl37,Cl36,Cl36,Cl35,Cl34,Cl33,Cl32,Cl31,Cl28,Cl28,Cl28,Cl27,Cl27,Cl26,Cl26,Cl26,Cl22,Cl22,Cl22,Cl22,Cl22,Cl22,Cl22,Cl22,Cl22,Cl22,Cl22,Cl22,Cl22,Cl22,Cl22,Cl21,Cl21,Cl21,Cl21,Cl21,Cl21,Cl21,Cl20,Cl20,Cl19,Cl18,Cl18,Cl18,Cl18,Cl18,Cl17,Cl17,Cl17,Cl16,Cl16,Cl15,Cl14,Cl13,Cl12,Cl11,Cl10,Cl9,Cl9,Cl9,Cl8,Cl7,Cl6,Cl5,Cl4,Cl4,Cl3,Cl3,Cl2,Cl2,Cl2,Cl1,Cl1,Cl1,Cl1
573.13730,Cl75,Cl73,Cl72,Cl71,Cl71,Cl70,Cl70,Cl69,Cl69,Cl69,Cl69,Cl69,Cl69,Cl69,Cl67,Cl66,Cl65,Cl63,Cl63,Cl61,Cl61,Cl60,Cl59,Cl57,Cl57,Cl57,Cl56,Cl54,Cl52,Cl50,Cl49,Cl48,Cl48,Cl46,Cl44,Cl44,Cl43,Cl42,Cl41,Cl41,Cl40,Cl38,Cl38,Cl37,Cl37,Cl36,Cl35,Cl34,Cl33,Cl32,Cl29,Cl29,Cl29,Cl28,Cl28,Cl27,Cl27,Cl27,Cl25,Cl25,Cl25,Cl25,Cl25,Cl25,Cl25,Cl25,Cl25,Cl25,Cl16,Cl16,Cl16,Cl16,Cl16,Cl15,Cl15,Cl15,Cl15,Cl15,Cl15,Cl15,Cl14,Cl14,Cl14,Cl13,Cl13,Cl13,Cl13,Cl13,Cl12,Cl12,Cl12,Cl3,Cl3,Cl3,Cl3,Cl3,Cl3,Cl3,Cl2,Cl2,Cl2,Cl2,Cl2,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1
573.13731,Cl76,Cl74,Cl73,Cl72,Cl72,Cl71,Cl71,Cl70,Cl70,Cl70,Cl70,Cl3,Cl3,Cl3,Cl3,Cl3,Cl3,Cl3,Cl3,Cl3,Cl3,Cl3,Cl3,Cl3,Cl3,Cl3,Cl3,Cl3,Cl3,Cl3,Cl3,Cl3,Cl3,Cl3,Cl3,Cl3,Cl3,Cl3,Cl3,Cl3,Cl3,Cl3,Cl3,Cl3,Cl3,Cl3,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1
573.13732,Cl77,Cl75,Cl74,Cl73,Cl73,Cl72,Cl72,Cl71,Cl71,Cl71,Cl71,Cl70,Cl70,Cl70,Cl68,Cl67,Cl66,Cl64,Cl14,Cl14,Cl14,Cl14,Cl14,Cl14,Cl14,Cl14,Cl14,Cl14,Cl14,Cl14,Cl14,Cl14,Cl14,Cl14,Cl13,Cl13,Cl13,Cl12,Cl12,Cl12,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl10,Cl10,Cl10,Cl10,Cl10,Cl10,Cl10,Cl10,Cl10,Cl10,Cl10,Cl10,Cl10,Cl10,Cl10,Cl10,Cl10,Cl10,Cl10,Cl10,Cl10,Cl10,Cl10,Cl10,Cl10,Cl10,Cl10,Cl10,Cl10,Cl10,Cl10,Cl10,Cl10,Cl10,Cl10,Cl10,Cl10,Cl10,Cl10,Cl10,Cl10,Cl10,Cl9,Cl9,Cl9,Cl9,Cl9,Cl8,Cl4,Cl3,Cl3,Cl3,Cl2,Cl2,Cl2,Cl2,Cl2,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1
573.13733,Cl78,Cl76,Cl75,Cl74,Cl74,Cl73,Cl73,Cl72,Cl72,Cl72,Cl72,Cl71,Cl71,Cl71,Cl69,Cl68,Cl67,Cl65,Cl64,Cl62,Cl62,Cl61,Cl60,Cl58,Cl58,Cl58,Cl57,Cl55,Cl53,Cl51,Cl50,Cl49,Cl49,Cl47,Cl45,Cl45,Cl44,Cl43,Cl42,Cl42,Cl41,Cl39,Cl39,Cl38,Cl38,Cl37,Cl36,Cl35,Cl34,Cl33,Cl30,Cl30,Cl30,Cl29,Cl29,Cl28,Cl28,Cl28,Cl26,Cl26,Cl26,Cl26,Cl26,Cl26,Cl26,Cl26,Cl26,Cl26,Cl25,Cl25,Cl25,Cl25,Cl25,Cl24,Cl23,Cl23,Cl22,Cl22,Cl22,Cl22,Cl21,Cl21,Cl20,Cl19,Cl19,Cl19,Cl19,Cl19,Cl18,Cl18,Cl3,Cl3,Cl3,Cl3,Cl3,Cl3,Cl3,Cl3,Cl2,Cl2,Cl2,Cl2,Cl2,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1
573.13734,Cl79,Cl77,Cl76,Cl75,Cl75,Cl74,Cl74,Cl73,Cl73,Cl73,Cl73,Cl72,Cl72,Cl72,Cl70,Cl69,Cl68,Cl66,Cl65,Cl63,Cl63,Cl62,Cl61,Cl59,Cl59,Cl59,Cl58,Cl56,Cl54,Cl52,Cl51,Cl50,Cl50,Cl48,Cl46,Cl46,Cl45,Cl44,Cl43,Cl43,Cl42,Cl40,Cl40,Cl39,Cl39,Cl38,Cl37,Cl36,Cl35,Cl34,Cl31,Cl31,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1
573.13735,Cl80,Cl78,Cl77,Cl76,Cl76,Cl75,Cl75,Cl74,Cl74,Cl74,Cl74,Cl73,Cl73,Cl73,Cl71,Cl70,Cl69,Cl67,Cl66,Cl64,Cl64,Cl63,Cl62,Cl60,Cl60,Cl60,Cl59,Cl57,Cl55,Cl53,Cl52,Cl51,Cl51,Cl49,Cl47,Cl47,Cl46,Cl45,Cl44,Cl44,Cl43,Cl41,Cl41,Cl40,Cl40,Cl39,Cl38,Cl37,Cl36,Cl35,Cl32,Cl32,Cl31,Cl30,Cl30,Cl29,Cl29,Cl29,Cl27,Cl27,Cl27,Cl27,Cl27,Cl27,Cl27,Cl27,Cl27,Cl27,Cl26,Cl26,Cl26,Cl26,Cl16,Cl15,Cl15,Cl15,Cl15,Cl15,Cl15,Cl15,Cl14,Cl14,Cl14,Cl13,Cl13,Cl13,Cl13,Cl13,Cl12,Cl12,Cl12,Cl3,Cl3,Cl3,Cl3,Cl3,Cl3,Cl3,Cl2,Cl2,Cl2,Cl2,Cl2,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1
573.13736,Cl81,Cl79,Cl78,Cl77,Cl77,Cl76,Cl76,Cl75,Cl75,Cl75,Cl75,Cl74,Cl74,Cl74,Cl72,Cl71,Cl70,Cl68,Cl67,Cl65,Cl65,Cl64,Cl63,Cl61,Cl61,Cl61,Cl60,Cl58,Cl56,Cl54,Cl53,Cl52,Cl52,Cl50,Cl48,Cl48,Cl47,Cl46,Cl45,Cl45,Cl44,Cl42,Cl42,Cl41,Cl41,Cl40,Cl39,Cl38,Cl37,Cl36,Cl33,Cl33,Cl32,Cl31,Cl31,Cl30,Cl30,Cl30,Cl28,Cl28,Cl28,Cl28,Cl28,Cl28,Cl28,Cl28,Cl28,Cl28,Cl27,Cl27,Cl27,Cl27,Cl26,Cl25,Cl24,Cl24,Cl23,Cl23,Cl23,Cl23,Cl22,Cl22,Cl21,Cl20,Cl20,Cl20,Cl20,Cl20,Cl19,Cl13,Cl13,Cl12,Cl12,Cl11,Cl10,Cl9,Cl9,Cl8,Cl7,Cl6,Cl6,Cl6,Cl6,Cl5,Cl4,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1
573.13737,Cl82,Cl80,Cl79,Cl78,Cl78,Cl77,Cl77,Cl76,Cl76,Cl76,Cl76,Cl75,Cl75,Cl75,Cl73,Cl72,Cl71,Cl69,Cl68,Cl66,Cl66,Cl65,Cl64,Cl62,Cl62,Cl62,Cl61,Cl59,Cl57,Cl55,Cl54,Cl53,Cl53,Cl51,Cl49,Cl49,Cl48,Cl24,Cl23,Cl23,Cl22,Cl20,Cl20,Cl8,Cl8,Cl8,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl6,Cl6,Cl5,Cl4,Cl4,Cl4,Cl4,Cl4,Cl3,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1
573.13738,Cl83,Cl81,Cl80,Cl79,Cl79,Cl78,Cl78,Cl77,Cl77,Cl77,Cl77,Cl76,Cl76,Cl76,Cl13,Cl13,Cl13,Cl13,Cl13,Cl13,Cl13,Cl13,Cl13,Cl13,Cl13,Cl13,Cl13,Cl13,Cl13,Cl13,Cl13,Cl13,Cl13,Cl13,Cl12,Cl12,Cl12,Cl11,Cl11,Cl11,Cl10,Cl10,Cl10,Cl10,Cl10,Cl10,Cl9,Cl9,Cl9,Cl9,Cl9,Cl9,Cl9,Cl9,Cl9,Cl9,Cl9,Cl9,Cl9,Cl9,Cl9,Cl9,Cl9,Cl9,Cl9,Cl9,Cl9,Cl9,Cl9,Cl9,Cl9,Cl9,Cl9,Cl9,Cl9,Cl9,Cl9,Cl9,Cl9,Cl9,Cl9,Cl9,Cl9,Cl9,Cl9,Cl9,Cl9,Cl9,Cl8,Cl8,Cl8,Cl8,Cl8,Cl8,Cl4,Cl3,Cl3,Cl3,Cl2,Cl2,Cl2,Cl2,Cl2,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1
573.13739,Cl84,Cl82,Cl81,Cl80,Cl80,Cl79,Cl79,Cl78,Cl78,Cl78,Cl78,Cl77,Cl77,Cl77,Cl74,Cl73,Cl72,Cl70,Cl69,Cl67,Cl67,Cl66,Cl65,Cl63,Cl63,Cl63,Cl62,Cl60,Cl58,Cl56,Cl55,Cl54,Cl54,Cl52,Cl50,Cl50,Cl49,Cl47,Cl46,Cl46,Cl45,Cl43,Cl43,Cl42,Cl42,Cl41,Cl40,Cl39,Cl38,Cl37,Cl34,Cl34,Cl33,Cl32,Cl32,Cl31,Cl31,Cl31,Cl29,Cl29,Cl29,Cl29,Cl29,Cl29,Cl29,Cl29,Cl29,Cl29,Cl28,Cl28,Cl28,Cl28,Cl27,Cl26,Cl25,Cl25,Cl24,Cl24,Cl24,Cl24,Cl23,Cl23,Cl22,Cl21,Cl21,Cl21,Cl21,Cl21,Cl20,Cl19,Cl18,Cl17,Cl16,Cl15,Cl14,Cl13,Cl12,Cl11,Cl10,Cl9,Cl9,Cl9,Cl8,Cl7,Cl6,Cl5,Cl4,Cl4,Cl3,Cl3,Cl2,Cl2,Cl2,Cl1,Cl1,Cl1,Cl1
573.13740,Cl85,Cl83,Cl82,Cl81,Cl81,Cl80,Cl80,Cl79,Cl79,Cl79,Cl79,Cl78,Cl78,Cl78,Cl75,Cl74,Cl73,Cl71,Cl70,Cl68,Cl68,Cl67,Cl66,Cl64,Cl64,Cl64,Cl63,Cl61,Cl59,Cl57,Cl32,Cl32,Cl32,Cl31,Cl29,Cl29,Cl28,Cl27,Cl26,Cl26,Cl25,Cl23,Cl23,Cl22,Cl22,Cl22,Cl21,Cl21,Cl20,Cl20,Cl18,Cl18,Cl18,Cl18,Cl18,Cl6,Cl6,Cl6,Cl6,Cl6,Cl6,Cl6,Cl6,Cl6,Cl6,Cl6,Cl6,Cl6,Cl6,Cl6,Cl6,Cl6,Cl6,Cl6,Cl6,Cl6,Cl6,Cl6,Cl6,Cl6,Cl6,Cl6,Cl6,Cl6,Cl6,Cl6,Cl6,Cl6,Cl6,Cl6,Cl6,Cl6,Cl6,Cl6,Cl6,Cl5,Cl5,Cl3,Cl2,Cl2,Cl2,Cl2,Cl2,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1
573.13741,Cl86,Cl84,Cl83,Cl82,Cl82,Cl81,Cl81,Cl80,Cl80,Cl80,Cl80,Cl79,Cl79,Cl43,Cl42,Cl42,Cl41,Cl39,Cl39,Cl38,Cl38,Cl38,Cl38,Cl38,Cl38,Cl38,Cl34,Cl32,Cl30,Cl29,Cl29,Cl29,Cl29,Cl28,Cl26,Cl26,Cl25,Cl24,Cl23,Cl23,Cl22,Cl20,Cl20,Cl8,Cl8,Cl8,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl6,Cl6,Cl5,Cl4,Cl4,Cl4,Cl4,Cl4,Cl3,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1
573.13742,Cl87,Cl85,Cl84,Cl83,Cl83,Cl82,Cl82,Cl81,Cl81,Cl81,Cl81,Cl80,Cl80,Cl79,Cl76,Cl75,Cl74,Cl72,Cl71,Cl69,Cl69,Cl68,Cl67,Cl65,Cl65,Cl65,Cl64,Cl62,Cl60,Cl58,Cl56,Cl55,Cl55,Cl53,Cl51,Cl51,Cl50,Cl48,Cl47,Cl47,Cl46,Cl44,Cl44,Cl43,Cl43,Cl42,Cl41,Cl40,Cl39,Cl38,Cl35,Cl35,Cl34,Cl33,Cl33,Cl32,Cl32,Cl32,Cl30,Cl30,Cl30,Cl30,Cl30,Cl30,Cl30,Cl30,Cl30,Cl30,Cl29,Cl29,Cl29,Cl29,Cl28,Cl27,Cl26,Cl26,Cl25,Cl25,Cl25,Cl25,Cl24,Cl24,Cl23,Cl22,Cl22,Cl22,Cl22,Cl22,Cl21,Cl20,Cl19,Cl18,Cl17,Cl16,Cl15,Cl14,Cl13,Cl12,Cl11,Cl10,Cl10,Cl10,Cl9,Cl8,Cl7,Cl6,Cl5,Cl5,Cl4,Cl4,Cl3,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1
573.13743,Cl88,Cl86,Cl85,Cl84,Cl84,Cl83,Cl83,Cl82,Cl82,Cl82,Cl82,Cl81,Cl60,Cl60,Cl59,Cl42,Cl41,Cl39,Cl39,Cl38,Cl38,Cl38,Cl38,Cl38,Cl38,Cl38,Cl34,Cl32,Cl30,Cl29,Cl29,Cl29,Cl29,Cl28,Cl26,Cl26,Cl25,Cl24,Cl23,Cl23,Cl22,Cl20,Cl20,Cl8,Cl8,Cl8,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl6,Cl6,Cl5,Cl4,Cl4,Cl4,Cl4,Cl4,Cl3,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1
573.13744,Cl89,Cl87,Cl86,Cl85,Cl85,Cl84,Cl84,Cl83,Cl83,Cl83,Cl83,Cl82,Cl81,Cl80,Cl77,Cl76,Cl75,Cl73,Cl72,Cl70,Cl70,Cl69,Cl68,Cl66,Cl66,Cl66,Cl65,Cl63,Cl61,Cl59,Cl57,Cl56,Cl56,Cl54,Cl52,Cl52,Cl51,Cl49,Cl48,Cl48,Cl47,Cl45,Cl45,Cl44,Cl44,Cl43,Cl42,Cl41,Cl40,Cl39,Cl36,Cl36,Cl35,Cl34,Cl34,Cl33,Cl33,Cl8,Cl8,Cl8,Cl8,Cl8,Cl8,Cl8,Cl8,Cl8,Cl8,Cl8,Cl8,Cl8,Cl8,Cl8,Cl8,Cl8,Cl8,Cl8,Cl8,Cl8,Cl8,Cl8,Cl8,Cl8,Cl8,Cl8,Cl8,Cl8,Cl8,Cl8,Cl3,Cl3,Cl3,Cl3,Cl3,Cl3,Cl3,Cl3,Cl3,Cl3,Cl2,Cl2,Cl2,Cl2,Cl2,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1
573.13745,Cl90,Cl88,Cl87,Cl86,Cl86,Cl85,Cl85,Cl84,Cl84,Cl84,Cl84,Cl83,Cl82,Cl81,Cl78,Cl77,Cl76,Cl74,Cl73,Cl71,Cl71,Cl70,Cl69,Cl67,Cl67,Cl67,Cl66,Cl64,Cl62,Cl60,Cl58,Cl57,Cl57,Cl55,Cl53,Cl53,Cl52,Cl50,Cl49,Cl35,Cl34,Cl32,Cl32,Cl31,Cl31,Cl30,Cl29,Cl28,Cl27,Cl27,Cl24,Cl24,Cl24,Cl23,Cl23,Cl22,Cl22,Cl22,Cl21,Cl21,Cl21,Cl21,Cl21,Cl21,Cl21,Cl21,Cl21,Cl21,Cl21,Cl21,Cl21,Cl21,Cl21,Cl20,Cl20,Cl20,Cl20,Cl20,Cl20,Cl20,Cl19,Cl19,Cl18,Cl17,Cl17,Cl17,Cl17,Cl17,Cl16,Cl16,Cl16,Cl15,Cl15,Cl14,Cl13,Cl12,Cl3,Cl3,Cl2,Cl2,Cl2,Cl2,Cl2,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1
573.13746,Cl91,Cl89,Cl88,Cl87,Cl87,Cl86,Cl86,Cl33,Cl33,Cl33,Cl33,Cl33,Cl33,Cl33,Cl32,Cl32,Cl31,Cl29,Cl29,Cl28,Cl28,Cl28,Cl28,Cl28,Cl28,Cl28,Cl28,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl6,Cl6,Cl6,Cl4,Cl4,Cl4,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1
